,Chromosome,Start,End,Threshold,Sequence_id
645,chr1,7422,7444,150,DQ412042.1
646,chr1,13064,13086,150,DQ412042.1
647,chr1,13413,13429,150,DQ412042.1
648,chr1,13862,13880,150,DQ412042.1
649,chr1,13885,13905,150,DQ412042.1
650,chr1,13928,13944,150,DQ412042.1
651,chr1,14484,14500,150,DQ412042.1
652,chr1,16150,16168,150,DQ412042.1
653,chr1,16189,16210,150,DQ412042.1
654,chr1,17144,17172,150,DQ412042.1
655,chr1,17366,17378,150,DQ412042.1
656,chr1,18192,18208,150,DQ412042.1
657,chr1,19589,19607,150,DQ412042.1
658,chr1,21859,21876,150,DQ412042.1
659,chr1,22626,22642,150,DQ412042.1
660,chr1,22851,22863,150,DQ412042.1
661,chr1,26166,26186,150,DQ412042.1
662,chr1,26884,26896,150,DQ412042.1
663,chr1,586,598,300,DQ412042.1
664,chr1,873,887,300,DQ412042.1
665,chr1,1152,1164,300,DQ412042.1
666,chr1,5248,5262,300,DQ412042.1
667,chr1,7425,7443,300,DQ412042.1
668,chr1,13064,13086,300,DQ412042.1
669,chr1,13863,13880,300,DQ412042.1
670,chr1,13887,13905,300,DQ412042.1
671,chr1,13932,13944,300,DQ412042.1
672,chr1,16151,16167,300,DQ412042.1
673,chr1,16190,16210,300,DQ412042.1
674,chr1,17145,17172,300,DQ412042.1
675,chr1,19593,19607,300,DQ412042.1
676,chr1,21859,21875,300,DQ412042.1
677,chr1,26166,26186,300,DQ412042.1
678,chr1,107,123,50,DQ412043.1
679,chr1,232,248,50,DQ412043.1
680,chr1,290,306,50,DQ412043.1
681,chr1,384,396,50,DQ412043.1
682,chr1,580,600,50,DQ412043.1
683,chr1,869,892,50,DQ412043.1
684,chr1,1111,1129,50,DQ412043.1
685,chr1,1146,1166,50,DQ412043.1
686,chr1,1247,1272,50,DQ412043.1
687,chr1,1509,1529,50,DQ412043.1
688,chr1,1702,1722,50,DQ412043.1
689,chr1,1785,1807,50,DQ412043.1
690,chr1,2802,2814,50,DQ412043.1
691,chr1,2868,2888,50,DQ412043.1
692,chr1,3010,3028,50,DQ412043.1
693,chr1,3402,3414,50,DQ412043.1
694,chr1,3521,3542,50,DQ412043.1
695,chr1,3688,3711,50,DQ412043.1
696,chr1,4337,4355,50,DQ412043.1
697,chr1,4939,4959,50,DQ412043.1
698,chr1,5275,5295,50,DQ412043.1
699,chr1,5335,5353,50,DQ412043.1
700,chr1,5420,5432,50,DQ412043.1
701,chr1,5566,5586,50,DQ412043.1
702,chr1,6685,6701,50,DQ412043.1
703,chr1,7424,7444,50,DQ412043.1
704,chr1,7458,7472,50,DQ412043.1
705,chr1,8109,8130,50,DQ412043.1
706,chr1,9410,9422,50,DQ412043.1
707,chr1,10501,10521,50,DQ412043.1
708,chr1,10784,10796,50,DQ412043.1
709,chr1,11320,11341,50,DQ412043.1
710,chr1,11484,11498,50,DQ412043.1
711,chr1,11872,11891,50,DQ412043.1
712,chr1,11969,11981,50,DQ412043.1
713,chr1,12354,12374,50,DQ412043.1
714,chr1,12475,12493,50,DQ412043.1
715,chr1,13097,13119,50,DQ412043.1
716,chr1,13445,13464,50,DQ412043.1
717,chr1,13895,13913,50,DQ412043.1
718,chr1,13916,13937,50,DQ412043.1
719,chr1,13961,13987,50,DQ412043.1
720,chr1,14472,14484,50,DQ412043.1
721,chr1,15350,15370,50,DQ412043.1
722,chr1,15532,15550,50,DQ412043.1
723,chr1,15620,15636,50,DQ412043.1
724,chr1,15857,15874,50,DQ412043.1
725,chr1,16150,16172,50,DQ412043.1
726,chr1,16179,16202,50,DQ412043.1
727,chr1,16461,16479,50,DQ412043.1
728,chr1,17175,17203,50,DQ412043.1
729,chr1,17394,17415,50,DQ412043.1
730,chr1,17453,17465,50,DQ412043.1
731,chr1,17672,17694,50,DQ412043.1
732,chr1,18223,18245,50,DQ412043.1
733,chr1,18460,18479,50,DQ412043.1
734,chr1,18539,18551,50,DQ412043.1
735,chr1,18610,18627,50,DQ412043.1
736,chr1,18841,18857,50,DQ412043.1
737,chr1,18900,18912,50,DQ412043.1
738,chr1,19244,19264,50,DQ412043.1
739,chr1,19622,19641,50,DQ412043.1
740,chr1,20425,20445,50,DQ412043.1
741,chr1,20808,20826,50,DQ412043.1
742,chr1,21889,21911,50,DQ412043.1
743,chr1,22653,22671,50,DQ412043.1
744,chr1,22884,22896,50,DQ412043.1
745,chr1,24015,24035,50,DQ412043.1
746,chr1,25138,25158,50,DQ412043.1
747,chr1,26046,26064,50,DQ412043.1
748,chr1,26197,26220,50,DQ412043.1
749,chr1,26672,26693,50,DQ412043.1
750,chr1,26922,26934,50,DQ412043.1
751,chr1,27467,27488,50,DQ412043.1
752,chr1,28043,28065,50,DQ412043.1
753,chr1,28082,28105,50,DQ412043.1
754,chr1,28232,28244,50,DQ412043.1
755,chr1,28565,28583,50,DQ412043.1
756,chr1,29596,29614,50,DQ412043.1
757,chr1,582,598,150,DQ412043.1
758,chr1,869,891,150,DQ412043.1
759,chr1,1248,1265,150,DQ412043.1
760,chr1,1511,1527,150,DQ412043.1
761,chr1,1704,1718,150,DQ412043.1
762,chr1,3522,3540,150,DQ412043.1
763,chr1,3696,3708,150,DQ412043.1
764,chr1,5277,5295,150,DQ412043.1
765,chr1,5568,5584,150,DQ412043.1
766,chr1,7428,7442,150,DQ412043.1
767,chr1,11325,11341,150,DQ412043.1
768,chr1,13099,13115,150,DQ412043.1
769,chr1,13446,13462,150,DQ412043.1
770,chr1,13898,13912,150,DQ412043.1
771,chr1,13916,13937,150,DQ412043.1
772,chr1,16181,16201,150,DQ412043.1
773,chr1,17175,17202,150,DQ412043.1
774,chr1,18225,18241,150,DQ412043.1
775,chr1,19622,19640,150,DQ412043.1
776,chr1,20429,20443,150,DQ412043.1
777,chr1,21891,21910,150,DQ412043.1
778,chr1,22884,22896,150,DQ412043.1
779,chr1,26200,26220,150,DQ412043.1
780,chr1,26675,26689,150,DQ412043.1
781,chr1,28082,28105,150,DQ412043.1
782,chr1,586,598,300,DQ412043.1
783,chr1,869,891,300,DQ412043.1
784,chr1,1250,1264,300,DQ412043.1
785,chr1,1515,1527,300,DQ412043.1
786,chr1,3524,3540,300,DQ412043.1
787,chr1,5281,5295,300,DQ412043.1
788,chr1,13099,13115,300,DQ412043.1
789,chr1,13916,13937,300,DQ412043.1
790,chr1,16183,16201,300,DQ412043.1
791,chr1,17177,17202,300,DQ412043.1
792,chr1,19626,19640,300,DQ412043.1
793,chr1,21893,21909,300,DQ412043.1
794,chr1,26200,26220,300,DQ412043.1
795,chr1,28085,28105,300,DQ412043.1
796,chr1,107,123,50,DQ648857.1
797,chr1,235,251,50,DQ648857.1
798,chr1,293,309,50,DQ648857.1
799,chr1,336,352,50,DQ648857.1
800,chr1,378,399,50,DQ648857.1
801,chr1,583,603,50,DQ648857.1
802,chr1,872,895,50,DQ648857.1
803,chr1,1114,1132,50,DQ648857.1
804,chr1,1149,1169,50,DQ648857.1
805,chr1,1251,1268,50,DQ648857.1
806,chr1,1512,1532,50,DQ648857.1
807,chr1,1705,1725,50,DQ648857.1
808,chr1,1788,1810,50,DQ648857.1
809,chr1,2805,2817,50,DQ648857.1
810,chr1,2871,2891,50,DQ648857.1
811,chr1,3013,3031,50,DQ648857.1
812,chr1,3405,3417,50,DQ648857.1
813,chr1,3524,3545,50,DQ648857.1
814,chr1,3691,3714,50,DQ648857.1
815,chr1,4340,4358,50,DQ648857.1
816,chr1,4942,4962,50,DQ648857.1
817,chr1,5278,5298,50,DQ648857.1
818,chr1,5338,5356,50,DQ648857.1
819,chr1,5423,5435,50,DQ648857.1
820,chr1,5569,5589,50,DQ648857.1
821,chr1,6688,6704,50,DQ648857.1
822,chr1,7461,7475,50,DQ648857.1
823,chr1,8112,8133,50,DQ648857.1
824,chr1,9413,9425,50,DQ648857.1
825,chr1,10504,10524,50,DQ648857.1
826,chr1,10787,10799,50,DQ648857.1
827,chr1,11323,11344,50,DQ648857.1
828,chr1,11487,11501,50,DQ648857.1
829,chr1,11875,11894,50,DQ648857.1
830,chr1,11972,11984,50,DQ648857.1
831,chr1,12357,12377,50,DQ648857.1
832,chr1,12478,12496,50,DQ648857.1
833,chr1,13100,13122,50,DQ648857.1
834,chr1,13448,13467,50,DQ648857.1
835,chr1,13898,13916,50,DQ648857.1
836,chr1,13919,13940,50,DQ648857.1
837,chr1,13964,13990,50,DQ648857.1
838,chr1,14475,14487,50,DQ648857.1
839,chr1,15353,15373,50,DQ648857.1
840,chr1,15535,15553,50,DQ648857.1
841,chr1,15623,15639,50,DQ648857.1
842,chr1,15860,15877,50,DQ648857.1
843,chr1,16153,16175,50,DQ648857.1
844,chr1,16182,16205,50,DQ648857.1
845,chr1,16464,16482,50,DQ648857.1
846,chr1,17178,17206,50,DQ648857.1
847,chr1,17397,17418,50,DQ648857.1
848,chr1,17456,17468,50,DQ648857.1
849,chr1,17675,17697,50,DQ648857.1
850,chr1,18226,18248,50,DQ648857.1
851,chr1,18463,18482,50,DQ648857.1
852,chr1,18542,18554,50,DQ648857.1
853,chr1,18613,18630,50,DQ648857.1
854,chr1,18844,18860,50,DQ648857.1
855,chr1,18903,18915,50,DQ648857.1
856,chr1,19247,19267,50,DQ648857.1
857,chr1,19625,19643,50,DQ648857.1
858,chr1,20428,20448,50,DQ648857.1
859,chr1,20811,20829,50,DQ648857.1
860,chr1,20876,20892,50,DQ648857.1
861,chr1,21892,21914,50,DQ648857.1
862,chr1,22656,22674,50,DQ648857.1
863,chr1,22887,22899,50,DQ648857.1
864,chr1,24018,24038,50,DQ648857.1
865,chr1,25141,25161,50,DQ648857.1
866,chr1,26049,26067,50,DQ648857.1
867,chr1,26200,26223,50,DQ648857.1
868,chr1,26675,26696,50,DQ648857.1
869,chr1,26925,26937,50,DQ648857.1
870,chr1,27470,27491,50,DQ648857.1
871,chr1,28046,28068,50,DQ648857.1
872,chr1,28085,28108,50,DQ648857.1
873,chr1,28235,28247,50,DQ648857.1
874,chr1,28567,28586,50,DQ648857.1
875,chr1,29599,29617,50,DQ648857.1
876,chr1,585,601,150,DQ648857.1
877,chr1,872,894,150,DQ648857.1
878,chr1,1255,1267,150,DQ648857.1
879,chr1,1514,1530,150,DQ648857.1
880,chr1,1707,1721,150,DQ648857.1
881,chr1,3525,3543,150,DQ648857.1
882,chr1,3699,3711,150,DQ648857.1
883,chr1,5280,5298,150,DQ648857.1
884,chr1,5571,5587,150,DQ648857.1
885,chr1,11328,11344,150,DQ648857.1
886,chr1,13102,13118,150,DQ648857.1
887,chr1,13449,13465,150,DQ648857.1
888,chr1,13901,13915,150,DQ648857.1
889,chr1,13919,13940,150,DQ648857.1
890,chr1,16184,16204,150,DQ648857.1
891,chr1,17178,17205,150,DQ648857.1
892,chr1,18228,18244,150,DQ648857.1
893,chr1,20432,20446,150,DQ648857.1
894,chr1,21894,21913,150,DQ648857.1
895,chr1,22887,22899,150,DQ648857.1
896,chr1,26203,26223,150,DQ648857.1
897,chr1,26678,26692,150,DQ648857.1
898,chr1,28085,28108,150,DQ648857.1
899,chr1,589,601,300,DQ648857.1
900,chr1,872,894,300,DQ648857.1
901,chr1,1518,1530,300,DQ648857.1
902,chr1,3527,3543,300,DQ648857.1
903,chr1,5284,5298,300,DQ648857.1
904,chr1,13102,13118,300,DQ648857.1
905,chr1,13919,13940,300,DQ648857.1
906,chr1,16186,16204,300,DQ648857.1
907,chr1,17180,17205,300,DQ648857.1
908,chr1,21896,21912,300,DQ648857.1
909,chr1,26203,26223,300,DQ648857.1
910,chr1,28088,28108,300,DQ648857.1
911,chr1,88,106,50,FJ588686.1
912,chr1,217,233,50,FJ588686.1
913,chr1,275,291,50,FJ588686.1
914,chr1,318,334,50,FJ588686.1
915,chr1,364,381,50,FJ588686.1
916,chr1,565,585,50,FJ588686.1
917,chr1,854,878,50,FJ588686.1
918,chr1,1133,1151,50,FJ588686.1
919,chr1,1233,1250,50,FJ588686.1
920,chr1,1311,1327,50,FJ588686.1
921,chr1,1496,1514,50,FJ588686.1
922,chr1,1881,1904,50,FJ588686.1
923,chr1,2402,2414,50,FJ588686.1
924,chr1,2692,2704,50,FJ588686.1
925,chr1,3079,3101,50,FJ588686.1
926,chr1,3300,3314,50,FJ588686.1
927,chr1,3393,3405,50,FJ588686.1
928,chr1,3661,3685,50,FJ588686.1
929,chr1,4550,4575,50,FJ588686.1
930,chr1,5274,5292,50,FJ588686.1
931,chr1,5308,5324,50,FJ588686.1
932,chr1,5527,5551,50,FJ588686.1
933,chr1,6842,6865,50,FJ588686.1
934,chr1,7083,7105,50,FJ588686.1
935,chr1,7657,7677,50,FJ588686.1
936,chr1,8705,8717,50,FJ588686.1
937,chr1,9889,9909,50,FJ588686.1
938,chr1,10172,10184,50,FJ588686.1
939,chr1,10458,10472,50,FJ588686.1
940,chr1,10872,10886,50,FJ588686.1
941,chr1,11194,11208,50,FJ588686.1
942,chr1,11353,11369,50,FJ588686.1
943,chr1,11742,11764,50,FJ588686.1
944,chr1,11864,11883,50,FJ588686.1
945,chr1,12047,12067,50,FJ588686.1
946,chr1,12485,12507,50,FJ588686.1
947,chr1,12770,12791,50,FJ588686.1
948,chr1,12833,12852,50,FJ588686.1
949,chr1,13283,13301,50,FJ588686.1
950,chr1,13304,13325,50,FJ588686.1
951,chr1,13903,13921,50,FJ588686.1
952,chr1,14738,14762,50,FJ588686.1
953,chr1,15245,15262,50,FJ588686.1
954,chr1,15282,15296,50,FJ588686.1
955,chr1,15538,15560,50,FJ588686.1
956,chr1,15849,15866,50,FJ588686.1
957,chr1,16275,16287,50,FJ588686.1
958,chr1,16563,16594,50,FJ588686.1
959,chr1,17432,17450,50,FJ588686.1
960,chr1,17587,17605,50,FJ588686.1
961,chr1,17611,17633,50,FJ588686.1
962,chr1,17921,17940,50,FJ588686.1
963,chr1,17997,18014,50,FJ588686.1
964,chr1,18161,18183,50,FJ588686.1
965,chr1,18229,18245,50,FJ588686.1
966,chr1,18380,18400,50,FJ588686.1
967,chr1,19226,19247,50,FJ588686.1
968,chr1,19817,19831,50,FJ588686.1
969,chr1,20996,21012,50,FJ588686.1
970,chr1,21279,21299,50,FJ588686.1
971,chr1,22041,22061,50,FJ588686.1
972,chr1,22272,22284,50,FJ588686.1
973,chr1,22672,22691,50,FJ588686.1
974,chr1,22708,22720,50,FJ588686.1
975,chr1,23067,23088,50,FJ588686.1
976,chr1,23090,23110,50,FJ588686.1
977,chr1,23403,23423,50,FJ588686.1
978,chr1,23990,24004,50,FJ588686.1
979,chr1,24060,24078,50,FJ588686.1
980,chr1,24526,24546,50,FJ588686.1
981,chr1,25434,25452,50,FJ588686.1
982,chr1,25585,25608,50,FJ588686.1
983,chr1,25648,25668,50,FJ588686.1
984,chr1,26061,26077,50,FJ588686.1
985,chr1,26306,26322,50,FJ588686.1
986,chr1,27180,27194,50,FJ588686.1
987,chr1,27623,27635,50,FJ588686.1
988,chr1,27956,27974,50,FJ588686.1
989,chr1,28172,28184,50,FJ588686.1
990,chr1,28990,29008,50,FJ588686.1
991,chr1,88,104,150,FJ588686.1
992,chr1,567,583,150,FJ588686.1
993,chr1,854,877,150,FJ588686.1
994,chr1,1137,1149,150,FJ588686.1
995,chr1,1237,1249,150,FJ588686.1
996,chr1,1882,1903,150,FJ588686.1
997,chr1,3081,3099,150,FJ588686.1
998,chr1,3663,3684,150,FJ588686.1
999,chr1,4554,4574,150,FJ588686.1
1000,chr1,5529,5547,150,FJ588686.1
1001,chr1,6843,6863,150,FJ588686.1
1002,chr1,7093,7105,150,FJ588686.1
1003,chr1,11742,11762,150,FJ588686.1
1004,chr1,12487,12503,150,FJ588686.1
1005,chr1,12770,12791,150,FJ588686.1
1006,chr1,12834,12850,150,FJ588686.1
1007,chr1,13286,13300,150,FJ588686.1
1008,chr1,13306,13322,150,FJ588686.1
1009,chr1,13905,13921,150,FJ588686.1
1010,chr1,14738,14760,150,FJ588686.1
1011,chr1,16563,16593,150,FJ588686.1
1012,chr1,17613,17629,150,FJ588686.1
1013,chr1,18163,18182,150,FJ588686.1
1014,chr1,21280,21298,150,FJ588686.1
1015,chr1,22272,22284,150,FJ588686.1
1016,chr1,25588,25608,150,FJ588686.1
1017,chr1,26310,26322,150,FJ588686.1
1018,chr1,571,583,300,FJ588686.1
1019,chr1,854,876,300,FJ588686.1
1020,chr1,1883,1902,300,FJ588686.1
1021,chr1,3081,3099,300,FJ588686.1
1022,chr1,3663,3683,300,FJ588686.1
1023,chr1,5529,5545,300,FJ588686.1
1024,chr1,6845,6863,300,FJ588686.1
1025,chr1,11746,11762,300,FJ588686.1
1026,chr1,12487,12503,300,FJ588686.1
1027,chr1,12773,12787,300,FJ588686.1
1028,chr1,13306,13322,300,FJ588686.1
1029,chr1,14742,14760,300,FJ588686.1
1030,chr1,16565,16593,300,FJ588686.1
1031,chr1,18163,18181,300,FJ588686.1
1032,chr1,25588,25608,300,FJ588686.1
1033,chr1,105,123,50,GQ153539.1
1034,chr1,233,249,50,GQ153539.1
1035,chr1,291,307,50,GQ153539.1
1036,chr1,334,350,50,GQ153539.1
1037,chr1,380,397,50,GQ153539.1
1038,chr1,581,601,50,GQ153539.1
1039,chr1,870,903,50,GQ153539.1
1040,chr1,1147,1167,50,GQ153539.1
1041,chr1,1249,1266,50,GQ153539.1
1042,chr1,1627,1639,50,GQ153539.1
1043,chr1,2708,2724,50,GQ153539.1
1044,chr1,2801,2817,50,GQ153539.1
1045,chr1,2869,2889,50,GQ153539.1
1046,chr1,3009,3029,50,GQ153539.1
1047,chr1,3680,3700,50,GQ153539.1
1048,chr1,4547,4577,50,GQ153539.1
1049,chr1,4904,4924,50,GQ153539.1
1050,chr1,5241,5262,50,GQ153539.1
1051,chr1,5274,5293,50,GQ153539.1
1052,chr1,5530,5549,50,GQ153539.1
1053,chr1,6023,6041,50,GQ153539.1
1054,chr1,7417,7437,50,GQ153539.1
1055,chr1,7670,7682,50,GQ153539.1
1056,chr1,9150,9170,50,GQ153539.1
1057,chr1,9369,9391,50,GQ153539.1
1058,chr1,10466,10488,50,GQ153539.1
1059,chr1,10749,10761,50,GQ153539.1
1060,chr1,11285,11306,50,GQ153539.1
1061,chr1,11934,11946,50,GQ153539.1
1062,chr1,12319,12339,50,GQ153539.1
1063,chr1,12435,12453,50,GQ153539.1
1064,chr1,13064,13086,50,GQ153539.1
1065,chr1,13347,13368,50,GQ153539.1
1066,chr1,13410,13429,50,GQ153539.1
1067,chr1,13859,13902,50,GQ153539.1
1068,chr1,14458,14474,50,GQ153539.1
1069,chr1,15315,15337,50,GQ153539.1
1070,chr1,15497,15515,50,GQ153539.1
1071,chr1,15822,15839,50,GQ153539.1
1072,chr1,15859,15873,50,GQ153539.1
1073,chr1,16115,16137,50,GQ153539.1
1074,chr1,16424,16444,50,GQ153539.1
1075,chr1,17142,17170,50,GQ153539.1
1076,chr1,17359,17380,50,GQ153539.1
1077,chr1,17637,17659,50,GQ153539.1
1078,chr1,18009,18027,50,GQ153539.1
1079,chr1,18188,18210,50,GQ153539.1
1080,chr1,18502,18516,50,GQ153539.1
1081,chr1,18578,18596,50,GQ153539.1
1082,chr1,18806,18824,50,GQ153539.1
1083,chr1,18861,18881,50,GQ153539.1
1084,chr1,19803,19821,50,GQ153539.1
1085,chr1,19995,20009,50,GQ153539.1
1086,chr1,21228,21249,50,GQ153539.1
1087,chr1,21856,21876,50,GQ153539.1
1088,chr1,22618,22638,50,GQ153539.1
1089,chr1,22852,22864,50,GQ153539.1
1090,chr1,23288,23300,50,GQ153539.1
1091,chr1,23489,23505,50,GQ153539.1
1092,chr1,23990,24007,50,GQ153539.1
1093,chr1,24040,24055,50,GQ153539.1
1094,chr1,24570,24584,50,GQ153539.1
1095,chr1,25106,25126,50,GQ153539.1
1096,chr1,25239,25261,50,GQ153539.1
1097,chr1,26014,26032,50,GQ153539.1
1098,chr1,26165,26188,50,GQ153539.1
1099,chr1,26640,26661,50,GQ153539.1
1100,chr1,26886,26902,50,GQ153539.1
1101,chr1,28200,28212,50,GQ153539.1
1102,chr1,28533,28551,50,GQ153539.1
1103,chr1,28749,28761,50,GQ153539.1
1104,chr1,29567,29585,50,GQ153539.1
1105,chr1,106,122,150,GQ153539.1
1106,chr1,583,599,150,GQ153539.1
1107,chr1,870,892,150,GQ153539.1
1108,chr1,1253,1265,150,GQ153539.1
1109,chr1,3015,3029,150,GQ153539.1
1110,chr1,4548,4573,150,GQ153539.1
1111,chr1,4908,4924,150,GQ153539.1
1112,chr1,5241,5260,150,GQ153539.1
1113,chr1,5531,5549,150,GQ153539.1
1114,chr1,10466,10486,150,GQ153539.1
1115,chr1,11290,11306,150,GQ153539.1
1116,chr1,13068,13080,150,GQ153539.1
1117,chr1,13411,13427,150,GQ153539.1
1118,chr1,13861,13881,150,GQ153539.1
1119,chr1,13883,13901,150,GQ153539.1
1120,chr1,15321,15335,150,GQ153539.1
1121,chr1,16426,16444,150,GQ153539.1
1122,chr1,17142,17169,150,GQ153539.1
1123,chr1,18190,18206,150,GQ153539.1
1124,chr1,21857,21875,150,GQ153539.1
1125,chr1,25239,25259,150,GQ153539.1
1126,chr1,26168,26188,150,GQ153539.1
1127,chr1,26643,26657,150,GQ153539.1
1128,chr1,26890,26902,150,GQ153539.1
1129,chr1,109,121,300,GQ153539.1
1130,chr1,587,599,300,GQ153539.1
1131,chr1,870,888,300,GQ153539.1
1132,chr1,4550,4573,300,GQ153539.1
1133,chr1,5242,5260,300,GQ153539.1
1134,chr1,10470,10486,300,GQ153539.1
1135,chr1,13861,13878,300,GQ153539.1
1136,chr1,13883,13901,300,GQ153539.1
1137,chr1,16428,16444,300,GQ153539.1
1138,chr1,17143,17169,300,GQ153539.1
1139,chr1,25243,25259,300,GQ153539.1
1140,chr1,26168,26188,300,GQ153539.1
1141,chr1,105,123,50,GQ153540.1
1142,chr1,233,249,50,GQ153540.1
1143,chr1,291,307,50,GQ153540.1
1144,chr1,334,350,50,GQ153540.1
1145,chr1,380,397,50,GQ153540.1
1146,chr1,579,603,50,GQ153540.1
1147,chr1,870,903,50,GQ153540.1
1148,chr1,1147,1167,50,GQ153540.1
1149,chr1,1249,1266,50,GQ153540.1
1150,chr1,1627,1639,50,GQ153540.1
1151,chr1,2708,2724,50,GQ153540.1
1152,chr1,2801,2817,50,GQ153540.1
1153,chr1,2869,2889,50,GQ153540.1
1154,chr1,3009,3029,50,GQ153540.1
1155,chr1,3680,3700,50,GQ153540.1
1156,chr1,4547,4577,50,GQ153540.1
1157,chr1,4904,4924,50,GQ153540.1
1158,chr1,5241,5262,50,GQ153540.1
1159,chr1,5274,5293,50,GQ153540.1
1160,chr1,5530,5549,50,GQ153540.1
1161,chr1,6023,6041,50,GQ153540.1
1162,chr1,7417,7437,50,GQ153540.1
1163,chr1,7670,7682,50,GQ153540.1
1164,chr1,9150,9170,50,GQ153540.1
1165,chr1,9369,9391,50,GQ153540.1
1166,chr1,10466,10488,50,GQ153540.1
1167,chr1,10749,10761,50,GQ153540.1
1168,chr1,11285,11306,50,GQ153540.1
1169,chr1,11934,11946,50,GQ153540.1
1170,chr1,12319,12339,50,GQ153540.1
1171,chr1,12435,12453,50,GQ153540.1
1172,chr1,13064,13086,50,GQ153540.1
1173,chr1,13347,13368,50,GQ153540.1
1174,chr1,13410,13429,50,GQ153540.1
1175,chr1,13859,13902,50,GQ153540.1
1176,chr1,14458,14474,50,GQ153540.1
1177,chr1,15315,15337,50,GQ153540.1
1178,chr1,15497,15515,50,GQ153540.1
1179,chr1,15822,15839,50,GQ153540.1
1180,chr1,15859,15873,50,GQ153540.1
1181,chr1,16115,16137,50,GQ153540.1
1182,chr1,16424,16444,50,GQ153540.1
1183,chr1,17142,17170,50,GQ153540.1
1184,chr1,17359,17380,50,GQ153540.1
1185,chr1,17637,17659,50,GQ153540.1
1186,chr1,18009,18027,50,GQ153540.1
1187,chr1,18188,18210,50,GQ153540.1
1188,chr1,18502,18516,50,GQ153540.1
1189,chr1,18578,18596,50,GQ153540.1
1190,chr1,18806,18824,50,GQ153540.1
1191,chr1,18861,18881,50,GQ153540.1
1192,chr1,19803,19821,50,GQ153540.1
1193,chr1,19995,20009,50,GQ153540.1
1194,chr1,21228,21249,50,GQ153540.1
1195,chr1,21856,21876,50,GQ153540.1
1196,chr1,22618,22638,50,GQ153540.1
1197,chr1,22852,22864,50,GQ153540.1
1198,chr1,23288,23300,50,GQ153540.1
1199,chr1,23489,23505,50,GQ153540.1
1200,chr1,23990,24007,50,GQ153540.1
1201,chr1,24040,24055,50,GQ153540.1
1202,chr1,25106,25126,50,GQ153540.1
1203,chr1,25239,25261,50,GQ153540.1
1204,chr1,26014,26032,50,GQ153540.1
1205,chr1,26165,26188,50,GQ153540.1
1206,chr1,26640,26661,50,GQ153540.1
1207,chr1,26886,26902,50,GQ153540.1
1208,chr1,28200,28212,50,GQ153540.1
1209,chr1,28533,28551,50,GQ153540.1
1210,chr1,28749,28761,50,GQ153540.1
1211,chr1,29567,29585,50,GQ153540.1
1212,chr1,106,122,150,GQ153540.1
1213,chr1,582,601,150,GQ153540.1
1214,chr1,870,892,150,GQ153540.1
1215,chr1,1253,1265,150,GQ153540.1
1216,chr1,3015,3029,150,GQ153540.1
1217,chr1,4548,4573,150,GQ153540.1
1218,chr1,4908,4924,150,GQ153540.1
1219,chr1,5241,5260,150,GQ153540.1
1220,chr1,5531,5549,150,GQ153540.1
1221,chr1,10466,10486,150,GQ153540.1
1222,chr1,11290,11306,150,GQ153540.1
1223,chr1,13068,13080,150,GQ153540.1
1224,chr1,13411,13427,150,GQ153540.1
1225,chr1,13861,13881,150,GQ153540.1
1226,chr1,13883,13901,150,GQ153540.1
1227,chr1,15321,15335,150,GQ153540.1
1228,chr1,16426,16444,150,GQ153540.1
1229,chr1,17142,17169,150,GQ153540.1
1230,chr1,18190,18206,150,GQ153540.1
1231,chr1,21857,21876,150,GQ153540.1
1232,chr1,25239,25259,150,GQ153540.1
1233,chr1,26168,26188,150,GQ153540.1
1234,chr1,26643,26657,150,GQ153540.1
1235,chr1,26890,26902,150,GQ153540.1
1236,chr1,109,121,300,GQ153540.1
1237,chr1,583,601,300,GQ153540.1
1238,chr1,870,888,300,GQ153540.1
1239,chr1,4550,4573,300,GQ153540.1
1240,chr1,5242,5260,300,GQ153540.1
1241,chr1,10470,10486,300,GQ153540.1
1242,chr1,13861,13878,300,GQ153540.1
1243,chr1,13883,13901,300,GQ153540.1
1244,chr1,16428,16444,300,GQ153540.1
1245,chr1,17143,17169,300,GQ153540.1
1246,chr1,25243,25259,300,GQ153540.1
1247,chr1,26168,26188,300,GQ153540.1
1248,chr1,105,123,50,GQ153541.1
1249,chr1,233,249,50,GQ153541.1
1250,chr1,291,307,50,GQ153541.1
1251,chr1,334,350,50,GQ153541.1
1252,chr1,380,397,50,GQ153541.1
1253,chr1,581,601,50,GQ153541.1
1254,chr1,870,903,50,GQ153541.1
1255,chr1,1147,1167,50,GQ153541.1
1256,chr1,1249,1266,50,GQ153541.1
1257,chr1,1627,1639,50,GQ153541.1
1258,chr1,2708,2724,50,GQ153541.1
1259,chr1,2801,2817,50,GQ153541.1
1260,chr1,2869,2889,50,GQ153541.1
1261,chr1,3009,3029,50,GQ153541.1
1262,chr1,3680,3700,50,GQ153541.1
1263,chr1,4547,4577,50,GQ153541.1
1264,chr1,4904,4924,50,GQ153541.1
1265,chr1,5241,5262,50,GQ153541.1
1266,chr1,5274,5293,50,GQ153541.1
1267,chr1,5530,5549,50,GQ153541.1
1268,chr1,6023,6041,50,GQ153541.1
1269,chr1,7417,7437,50,GQ153541.1
1270,chr1,7670,7682,50,GQ153541.1
1271,chr1,9150,9170,50,GQ153541.1
1272,chr1,9369,9391,50,GQ153541.1
1273,chr1,10466,10488,50,GQ153541.1
